AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,WaterTenders
25,FALSE,CAL FIRE San Benito-Monterey Unit,,2015,TRUE,/incidents/2015/7/20/betabel-fire/,,,San Benito,35,,,,2015-07-20T15:30:00Z,,FALSE,TRUE,,,,36.8727,"off Hwy 101 between Anzar Rd & Hwy 156, in Aromas",-121.5681,FALSE,Betabel Fire,100,,TRUE,"The Betabel Fire started on July 20 off Hwy 101 between Anzar Rd & Hwy 156, in Aromas in San Benito County and burned 25 acres. ","Hwy 101, Anzar Rd, Hwy 156, Aromas, San Benito County, Betabel Fire, Gilroy",2015-07-20T13:23:00Z,Finalized,,,,,
25,FALSE,CAL FIRE San Diego Unit,,2015,TRUE,/incidents/2015/7/16/lake-fire/,,,San Diego,37,,,,2015-07-17T15:15:00Z,,FALSE,TRUE,,,,33.21407,"off Highway 76, near Moretti Junction, near Lake Henshaw",-116.73472,FALSE,Lake Fire,100,,TRUE,"The Lake Fire was started on July 16 off Highway 76, near Moretti Junction, near Lake Henshaw in San Diego County and burned 25 acres. ","Lake Fire, San Diego County, Moretti Junction, Lake Henshaw, Highway 76",2015-07-16T11:30:00Z,Finalized,,,,,
25,FALSE,CAL FIRE Amador El Dorado Unit,,2015,TRUE,/incidents/2015/7/2/buckaroo-fire/,,,El Dorado,9,,,,2015-07-05T11:30:00Z,,FALSE,TRUE,,,,0,off Bucks Bar Cir & Buckaroo Trail near Somerset,0,FALSE,Buckaroo Fire,100,,TRUE,"The Buckaroo Fire started July 2, 2015 off Bucks Bar Circle and Buckaroo Trail near Somerset (El Dorado County) and burned 25 acres.","Buckaroo Fire, El Dorado County, 2015, July 2015",2015-07-02T17:10:00Z,Finalized,,,,,
25,FALSE,CAL FIRE Madera-Mariposa-Merced Unit  ,,2015,TRUE,/incidents/2015/6/7/fox-fire/,Concerns for today are areas of unburned grass and brush within the fire perimeter. Conditions caused by 4 years of drought in the area contributed to eratic fire conditions with trees torching and spot fires starting ahead of the main fire around homes. Firefighters continue to work through the day to improve containment in expected 100+ degree temperatures. ,,Mariposa,22,2,,5,2015-06-09T09:00:00Z,,FALSE,TRUE,,,,0,"Lookout Mountain Rd & Fox Field Lane, south of Mormon Bar",0,TRUE,Fox Fire,100,60,TRUE,"The Fox Fire burned 25 acres near Lookout Mountain Rd & Fox Field Lane, south of Mormon Bar in Mariposa Co. in June 2015.","Fox Fire, Mariposa County, Lookout Mountain, Foxfield Lane",2015-06-07T12:06:00Z,Finalized,,,,,1
25,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2015,TRUE,/incidents/2015/6/5/oasis-fire/,,,Lake,17,,,,2015-06-06T06:45:00Z,,FALSE,TRUE,,,,0,Hwy 20 near Lake County- Colusa County Line,0,FALSE,Oasis Fire,100,,TRUE,The Oasis Fire burned 25 acres by Hwy 20 near the Lake-Colusa Co. line in June 2015.,"Oasis Fire, Hwy 20, Lake Co., Colusa Co., June 2015",2015-06-05T19:57:00Z,Finalized,,,,,
25,FALSE,CAL FIRE Riverside Unit,,2015,TRUE,/incidents/2015/6/5/snow-fire/,,,Riverside,33,,,,2015-06-05T19:00:00Z,,FALSE,TRUE,,,,0,"Snow Creek Road, south of Highway 111",0,FALSE,Snow Fire,100,,TRUE,"The Snow Fire burned 25 acres off Snow Creek Rd, south of Hwy 111 in Riverside Co. in June 2015.","Snow Fire, June 2015, Riverside Co., Snow Creek Rd., Hwy 111",2015-06-05T13:32:00Z,Finalized,,,,,
24,FALSE,CAL FIRE Siskiyou Unit,,2015,TRUE,/incidents/2015/7/21/dorris-fire/,,"Hwy 97 closed, Stateline Hwy 161 open with traffic control.",Siskiyou,47,2,,3,2015-07-22T17:00:00Z,,FALSE,TRUE,,,,41.999341,"Off Hwy 161 & Hwy 97, northeast of Dorris",-121.891226,TRUE,Dorris Fire,100,49,TRUE,"The Dorris Fire started on July 21, 2015 off Hwy 161 & Hwy 97, northeast of Dorris and burned 24 acres.","Dorris Fire, Highway 161, Highway 97, northeast of Dorris",2015-07-21T17:00:00Z,Finalized,,,,,1
23,FALSE,CAL FIRE Mendocino Unit,,2015,TRUE,/incidents/2015/7/4/soda-fire/,,,Mendocino,23,,,,2015-07-05T09:00:00Z,,FALSE,TRUE,,,,39.0263,"off Hwy 253, 4 miles northeast of Boonville (Mendocino County).",-123.303,FALSE,Soda Fire,100,,TRUE,"The Soda Fire started on July 4, 2015 off Hwy 253, 4 miles northeast of Boonville (Mendocino County) and burned 23 acres.","Soda Fire, Hwy 253, Highway 253, Boonville, Mendocino County, July 2015, 2015",2015-07-04T15:30:00Z,Finalized,,,,,
22,FALSE,CAL FIRE Sonoma Lake Napa,,2015,TRUE,/incidents/2015/8/24/grade-fire/,,,Lake,17,,,,2015-08-25T18:30:00Z,,FALSE,TRUE,,,,38.831478,"Jerusalem Grade Rd & June Bug Rd, 7 miles northeast of Middletown",-122.53428,FALSE,Grade Fire,100,,TRUE,"The Grade Fire burned 22 acres near Jerusalem Grade Rd & June Bug Rd, 7 miles northeast of Middletown,  in Lake County in August 2015.","Lake County, Grade Fire, LNU, 2015, August 2015",2015-08-24T12:12:00Z,Finalized,,,,,
21,FALSE,Los Padres National Forest,,2015,FALSE,/incidents/2015/10/29/gibraltar-fire/,,,Santa Barbara,42,,,,2015-11-09T12:00:00Z,,FALSE,TRUE,,,,34.4828,between Montecito Peak and Coldspring Saddle,-119.63216,FALSE,Gibraltar Fire,100,,TRUE,CAL FIRE is assisting Los Padres National Forest with a wildfire north of the community of Montecito (Santa Barbara County) #GibralterFire or #GibraltarFire,"Gibralter Fire, Community of Montecito, Santa Barbara County, October 29, 2015

245",2015-10-29T05:30:00Z,Finalized,,,,,
21,FALSE,CAL FIRE Riverside County Fire,,2015,TRUE,/incidents/2015/7/12/spider-fire/,,,Riverside,33,2,3,11,2015-07-12T19:48:00Z,,FALSE,TRUE,,1,,33.986204,"San Timoteo Canyon Rd and Redlands Blvd, northeast of Moreno Valley",-117.43942,TRUE,Spider Fire,100,,TRUE,"Spider Fire started on July 12, 2015 off San Timoteo Canyon and Redlands Blvd, northeast of Moreno Valley and burned 21 acres.","Spider Fire, off San Timoteo Canyon and Redlands Blvd, northeast of Moreno Valley, Riverside County.",2015-07-12T13:52:00Z,Finalized,,,,,2
20,FALSE,CAL FIRE Humboldt-Del Norte Unit ,,2015,TRUE,/incidents/2015/6/10/bald-fire/,The fire is burning in heavy fuels (vegetation) which is requiring extended mop-up. Location of the fire is remote with extended travel times for suppression resources. Fire is expected to be 100% contained around 6:00 pm on 6/11/15.,Bald Hills Road has one lane closed with controlled traffic. Motorist advised to stay out of the area if possible.,Humboldt,12,10,2,12,2015-06-11T18:15:00Z,,FALSE,TRUE,,,,41.1513,"off Bald Hills Rd, 15 miles east of Hwy 101 & Orick ",-123.8292,TRUE,Bald Fire,100,195,TRUE,"The Bald Fire started on June 10 off off Bald Hills Rd, 15 miles east of Hwy 101 & Orick in Humboldt County. ","Humboldt county, Bald Hills Road, Orick, CAL FIRE, Highway 101, Bald Fire",2015-06-10T07:42:00Z,Finalized,,,,,5
19,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2015,TRUE,/incidents/2015/6/27/pleasure-fire/,,,Napa,28,,,,2015-06-28T18:00:00Z,,FALSE,TRUE,,,,38.519132,"Steele Canyon Rd. and Headlands Dr., Lake Berryessa",-122.181878,FALSE,Pleasure Fire,100,,TRUE,"The Pleasure Fire started on June 27, 2015 off Steel Canyon Rd. and Headlands Dr., near Lake Berryessa in Napa County and burned 19 acres in June 2015.","Pleasure Fire, Napa County, June 27, 2015, Lake Berryessa.

361 when final",2015-06-27T12:51:00Z,Finalized,,,,,
18,FALSE,CAL FIRE Shasta-Trinity Unit,,2015,TRUE,/incidents/2015/7/7/keswick-fire/,"Although full containment has been achieved, crews will continue to patrol the fire area for the next few days.",,Shasta,45,2,,6,2015-07-08T16:30:00Z,,FALSE,TRUE,,,1,40.5953,"Middle Creek Road, north of Hwy 299",-122.4397,TRUE,Keswick Fire,100,,TRUE,"Keswick Fire started on July 7, 2015 off Middle Creek Rd north Hwy 299 in Keswick (Shasta County) and burned 18 acres.","Keswick Fire, Middle Creek Rd, Sacramento River Trail, north of Hwy 299, Shasta County, July 2015",2015-07-07T12:34:00Z,Finalized,,,,,3
16,FALSE,CAL FIRE Humboldt-Del Norte Unit,,2015,TRUE,/incidents/2015/7/28/buck-fire/,,,Humboldt,12,,,,2015-07-31T19:00:00Z,,FALSE,TRUE,,,,40.1093,off Alderpoint Road & Wallan Road near Garberville ,-123.774,FALSE,Buck Fire,100,,TRUE,"The Buck fire started on July 28, 2015 and burned 16 acres off Alderpoint Road & Wallan Road near Garberville (Humboldt County).","Buck fire, Humboldt County, Garberville, July 28, 2015",2015-07-28T17:19:00Z,Finalized,,,,,
0,FALSE,USFS - Six Rivers National Forest,,2015,FALSE,/incidents/2015/7/30/mad-river-complex/,,,Trinity,53,,,,2015-08-01T15:25:00Z,,FALSE,TRUE,,,,0,Near Ruth Lake area,0,FALSE,Mad River Complex,100,,TRUE,Mad River Complex started on July 30 near Ruth Lake on the Shasta-Trinity National Forest in Trinity County. ,"Mad River Complex, Ruth Lake, July, USFS - Six Rivers National Forest, Trinity County 309",2015-07-30T16:00:00Z,Finalized,,,,,
0,FALSE,US Forest Service - Humboldt - Toiyabe National Forest,,2015,FALSE,/incidents/2015/6/19/washington-fire/,,,Alpine,2,,,,2015-06-22T12:05:00Z,,FALSE,TRUE,,,,38.598056,south of Markleeville,-119.751944,FALSE,Washington Fire,100,,TRUE,"The Washington Fire started on June 19, 2015  south of Markleeville, in the Silver Creek Drainage (Alpine County).","Washington Fire, Alpine County, Markleeville, Silver Creek Drainage
",2015-06-19T19:00:00Z,Finalized,,,,,
132127,FALSE,US Forest Service - Los Padres National Forest,,2016,TRUE,/incidents/2016/7/22/soberanes-fire/,"As of August 26, CAL FIRE is no longer in unified command of the fire as the majority of the activity is now burning on Los Padres National Forest land.  Visit <a href=""http://inciweb.nwcg.gov/incident/4888/"" target=""_blank""> Inciweb</a> for more information on this incidents. 

<p><a href=""http://www.fire.ca.gov/communications/downloads/Watershed_reports/20160930_SoberanesWERT_Final.pdf"" target=""_blank"">See the State's Post Fire Watershed Emergency Response Report.</a>",,Monterey,27,,,,2016-10-13T11:30:00Z,,FALSE,TRUE,,,,36.45994,"Soberanes Creek, Garrapata State Park, Palo Colorado, north of Big Sur",-121.89938,TRUE,Soberanes Fire,100,,TRUE,"The Sobranes Fire started on July 22, 2016  east of Sobranes Creek,  5 miles south of Carmel Garrapata State Park in Monterey County.","east of Sobranes Creek,  5 miles south of Carmel Garrapata State Park, Sobranes Fire",2016-07-22T08:48:00Z,Finalized,,,,,
48019,FALSE,Bureau of Land Management,,2016,TRUE,/incidents/2016/6/23/erskine-fire/,,,Kern,15,,,,2016-07-11T09:40:00Z,,FALSE,TRUE,,,,35.6115,Off Erskine Creek Rd in Lake Isabella,-118.45628,FALSE,Erskine Fire,100,,TRUE,"The Erskine Fire started on June 23, 2016 off of Erskine Creek Road in Lake Isabella (Kern County) and burned 48,019 acres.","Erskine Fire, Kern County, Lake Isabella, June 23, 2016.",2016-06-23T15:51:00Z,Finalized,,,,,
46344,FALSE,CAL FIRE San Luis Obispo Unit,,2016,TRUE,/incidents/2016/8/13/chimney-fire/,"The Chimney fire is now fully contained. There may be lingering smoke that is not a threat to escape control lines. Should you see a large dark column of smoke, you should report it by calling 911. Crews will be in the fire area for several days continuing suppression repair work.
Now is the time to prepare your home for a wildfire.",All road closures have been lifted. ,San Luis Obispo,40,,,,2016-09-06T07:30:00Z,,FALSE,TRUE,,,1,35.70595,Running Deer Rd & Chimney Rock Rd south of Lake Nacimiento ,-120.98316,TRUE,Chimney Fire,100,,TRUE,"The Chimney Fire started on August 13, 2016 at Running Deer Rd and Chimney Rock Rd., south of Lake Nacimiento in San Luis Obispo County. ","Chimney Fire, San Luis Obispo County, Lake Nacimiento, August 13, 2016.",2016-08-13T16:03:00Z,Finalized,8,70,,,
36274,FALSE,San Bernardino National Forest ,,2016,TRUE,/incidents/2016/8/16/blue-cut-fire/,"Minimal fire behavior was observed overnight.  Crews continue to extinguish hot spots inside of the fire perimeter.
Fire suppression repair efforts, which include erosion control, are in progress and the San Bernardino National Forest has requested a BAER (Burned Area Emergency Response) team.
Utility companies will continue to work in the fire area to replace damaged and destroyed infrastructure.  Assessment and repair of rail corridor should be complete within 24 hours.  Rail lines have resumed active operations.
The Damage Assessment Team has confirmed that the fire destroyed 105 single family homes and 213 other minor structures.
For information on damaged or destroyed homes, please contact the Local Assistance Center at 760-539-3093 between the hours of 8:00 a.m. and 5:00 p.m.",All evacuations orders have been lifted.  Residents only will be allowed beyond the road closures. ,San Bernardino,36,21,6,47,2016-08-23T07:45:00Z,,FALSE,TRUE,,5,,34.30372,"off of I-15 and Hwy 138, north of San Bernardino ",-117.49342,TRUE,Blue Cut Fire,100,914,TRUE,"The Bluecut Fire started on August 16 off of I-15 and Hwy 138, north of San Bernardino on the San Bernardino National Forest.  ","off of I-15 and Hwy 138, north of San Bernardino, Bluecut Fire, San Bernardino National Forest ",2016-08-16T10:44:00Z,Finalized,3,321,,,9
33867,FALSE,USFS Klamath National Forest,,2016,FALSE,/incidents/2016/8/27/gap-fire/,,,Siskiyou,47,,,,2016-08-28T18:15:00Z,,FALSE,TRUE,,,,41.851,"off Seiad Creek Rd, 5 miles northeast o Seiad Valley",-123.118,FALSE,Gap Fire,100,,TRUE,"The Gap Fire started on August 27, 2016 off Seiad Creek Rd, 5 miles northeast of Seiad Valley (Siskiyou County).","Gap Fire, Siskiyou County",2016-08-27T18:00:00Z,Finalized,,,,,
32606,FALSE,Los Padres National Forest,,2016,TRUE,/incidents/2016/8/18/rey-fire/,,,Santa Barbara,42,,,,2016-09-15T15:20:00Z,,FALSE,TRUE,,,,0,"off of Hwy 154 and Paradise Rd, north of Santa Barbara",0,FALSE,Rey Fire ,100,,TRUE,"The Rey Fire started on August 18 off of Hwy 154 and Paradise Rd, north of Santa Barbara on the Los Padres National Forest in Santa Barbara County and burned 32,606 acres.","Hwy 154 and Paradise Rd, north of Santa Barbara, Los Padres National Forest, Rey Fire, USFS",2016-08-18T17:57:00Z,Finalized,,,,,
29322,FALSE,Sequoia National Forest,,2016,FALSE,/incidents/2016/8/16/cedar-fire/,,,Kern,15,,,,2016-10-01T06:00:00Z,,FALSE,TRUE,,,,35.7506,"off of Hwy 155 in the Greenhorn Mountains, west of Wofford Heights",-118.5678,FALSE,Cedar Fire,100,,TRUE,"The Cedar Fire started on August 16 off of Hwy 155 in the Greenhorn Mountains, west of Wofford Heights, on the Sequoia National Forest in Kern County.","off of Hwy 155 in the Greenhorn Mountains, west of Wofford Heights, Sequoia National Forest, Kern County",2016-08-16T16:35:00Z,Finalized,,,,,
12518,FALSE,Vandenberg Air Force Base,,2016,FALSE,/incidents/2016/9/17/canyon-fire/,,,Santa Barbara,42,,,,2016-09-27T14:00:00Z,,FALSE,TRUE,,,,34.63445,"Santa Ynez Ridge Road and Egress Road, south side of Vandenberg Air Force Base",-120.54421,FALSE,Canyon Fire,100,,TRUE,"The Canyon Fire started on September 18, 2016 off of Santa Ynez Ridge Road, south side of Vandenberg Air Force Base (Santa Barbara County)","Canyon Fire, Santa Ynez Ridge Road and Egress Road, south side of Vandenberg Air Force Base (Santa Barbara County)",2016-09-17T17:20:00Z,Finalized,,,,,
8110,FALSE,San Bernardino National Forest,0,2016,TRUE,/incidents/2016/8/7/pilot-fire/,"The Pilot Fire is located between Pilot Rock Ridge and State Highway 173 in Hesperia. So. Calif. Incident Management Team 3 has transitioned the fire to a smaller incident management team from The San Bernardino National Forest. Firefighters will be on the fire for the next several days patrolling for any last remaining hot spots A Burned Area Emergency Response (BAER) Team is to assess watershed damage.

<p>Temperatures will be in the 90-degree range today across the Pilot Fire. Humidity values will be near 15% in the afternoon. Winds are expected to remain in the 10-15 mph range today with a few higher gusts to 25 mph this afternoon and evening.

<p>The Pacific Crest Trail is CLOSED from the Deep Creek Hot Springs (3W02) to Silverwood State Park, and the Pinnacles Trail 3W16 is closed off of Highway 173.","Highway 173 between Grass Valley Rd. and Rock Camp<br>Forest Service Roads 2N33, 2N17X, 2N36, 2N37",San Bernardino,36,30,3,37,2016-08-16T08:00:00Z,,FALSE,TRUE,,10,1,34.28771,"Pilot Rock & Hwy 138, southeast of Hesperia",-117.27338,TRUE,Pilot Fire,100,960,TRUE,"The Pilot Fire started on August 7, 2016, near Pilot Rock & Hwy 138, southeast of Hesperia, (San Bernardino County.)","Pilot Fire August, 2016, Pilot Rock & Hwy 138, southeast of Hesperia, San Bernardino County, San Bernardino National Forest",2016-08-07T12:18:00Z,Finalized,,,,,7
7609,FALSE,CAL FIRE San Diego Unit,,2016,TRUE,/incidents/2016/6/19/border-fire/,"Firefighters continue to strengthen containment lines and mop up on the fire.
SDG&E and AT&T continue to make repairs on many of the downed power lines and the
replacement of poles. Suppression repair has been implemented and is ongoing.
Residents are asked to listen and follow the direction of the all emergency personnel.",No current road closures.,San Diego,37,,,,2016-06-30T18:30:00Z,,FALSE,TRUE,,,,32.60729,off Highway 188 and Highway 94 near Tecate,-116.63028,TRUE,Border Fire,100,78,TRUE,"The Border Fire started on June 19 off Highway 188 and Highway 94 near Tecate in San Diego County and burned 7,609 acres.","Border Fire, off Highway 188 and Highway 94 near Tecate, Potrero, San Digeo County",2016-06-19T11:03:00Z,Finalized,,16,,,
7474,FALSE,U.S Los Padres National Forest ,,2016,TRUE,/incidents/2016/6/15/sherpa-fire/,,,Santa Barbara,42,,,,2016-07-12T14:30:00Z,,FALSE,TRUE,,,,34.776,west of Goleta,-119.643,TRUE,Sherpa Fire,100,,TRUE,The Sherpa Fire started June 15 on the Los Padres National Forest in Santa Barbara County.,"Los Padres National Forest, CAL FIRE, USFS, Santa Barbara County",2016-06-15T15:21:00Z,Finalized,,,,,
7050,FALSE,CAL FIRE Fresno Kings Unit,,2016,TRUE,/incidents/2016/8/9/mineral-fire/,Mineral Fire is 100% contained. For more information on preparing for wildfire visit: ReadyForWildfire.org,,Fresno,10,,,,2016-08-18T19:00:00Z,,FALSE,TRUE,,,,36.09974,"off Hwy 198 & Mineral Springs Rd, W of Coalinga",-120.51057,TRUE,Mineral Fire,100,20,TRUE,"The Mineral Fire started on August 9, 2016 off Highway 198 cross of Mineral Springs Road, 8 miles West of Coalinga in Fresno County.","Mineral Fire, August 9, 2016, Fresno County, Coalinga.",2016-08-09T13:08:00Z,Finalized,,2,,0,
5731,FALSE,CAL FIRE Sonoma Lake Napa Unit,,2016,TRUE,/incidents/2016/8/2/cold-fire/,Firefighters continue to patrol the fire perimeter.,,Yolo,57,2,,5,2016-08-12T15:00:00Z,,FALSE,TRUE,,,,38.52513,"off of Highway 128 west of Pleasants Valley Road, west of Winters",-122.06788,TRUE,Cold Fire,100,58,TRUE,"Cold Fire started on August 2, 2016 off of Highway 128 west of Pleasants Valley Road, west of Winters (Yolo County)","Cold Fire, August 2016 off of Highway 128 west of Pleasants Valley Road, west of Winters, Yolo County",2016-08-02T16:36:00Z,Finalized,,2,,,
5646,FALSE,CAL FIRE Nevada-Yuba-Placer Unit / El Dorado National Forest,,2016,TRUE,/incidents/2016/6/28/trailhead-fire/,"The Eldorado National Forest will assume management of the fire at 6am on July 8, 2016. Crews will remain in place and working for the duration of the fire, and updates will continue until the fire is 100% contained, and then be generated as needed. The fire information line number will remain the same.
<p>
All evacuations on the Trailhead fire were lifted as of 5pm on July 6, 2016. Fire traffic is still heavy as firefighters work to fully contain the fire. Please drive slowly and use caution on roadways.
<p>
As of 8am, July 7, 2016 access to the Middle Fork of the American River from Oxbow Reservior put in to Ruck-A-Chucky take out is OPEN.
<p>
The fire remained quiet overnight, with the last piece of open line (on the southwest corner) burning down to the river yesterday. Mop up and suppression repair continued around the rest of the fire. Suppression repair includes putting in erosion mitigation measures, like waterbars, which divert the flow of water off the fireline, and chipping, which aids in the revegetation of recently burned areas.
<p>
Unburned islands of vegetation inside the perimeter will continue to burn in the coming days, and residents and visitors in the area should expect to see smoke.",,El Dorado,"9,31",,,,2016-07-18T09:50:00Z,,FALSE,TRUE,,,3,38.96741,along the  Middle Fork of the American River near Todd Valley,-120.9375,TRUE,Trailhead Fire,100,,TRUE,"The Trailhead Fire was started on July 6, 2016 along the  Middle Fork of the American River near Todd Valley (El Dorado County)burning a total of 5,646 acres. ","Trailhead Fire, Placer County, June 28, 2016",2016-06-28T13:55:00Z,Finalized,,,,2600,
